"origin","destination","distance","time"
"52.5453001610776, 13.2069490664828","52.5019061, 13.3308361",14131,2053
"52.5453001610776, 13.2069490664828","52.5088651, 13.2707514",8687,2169
"52.5453001610776, 13.2069490664828","52.5264743, 13.39691",17632,3120
"52.5453001610776, 13.2069490664828","52.5106807, 13.419484",21055,3305
"52.5453001610776, 13.2069490664828","52.4602228, 13.5056519",33883,5458
"52.5453001610776, 13.2069490664828","52.474199, 13.141735",12692,2891
"52.5453001610776, 13.2069490664828","52.5021802, 13.364582",17895,3480
"52.5453001610776, 13.2069490664828","52.5205791, 13.4089041",21009,3206
"52.5453001610776, 13.2069490664828","52.4986678, 13.3566505",15766,2736
"52.5453001610776, 13.2069490664828","52.520848, 13.4084747",21012,3208
"52.5453001610776, 13.2069490664828","52.49694, 13.4540533",26493,3805
"52.5453001610776, 13.2069490664828","52.4840199, 13.4053429",22388,3756
"52.5453001610776, 13.2069490664828","52.5049039, 13.4431471",23426,3245
"52.5453001610776, 13.2069490664828","52.524042, 13.402083",20363,3089
"52.5453001610776, 13.2069490664828","52.5071871, 13.390676",20780,3450
"52.5453001610776, 13.2069490664828","52.4583565, 13.2889441",19008,3743
"52.5453001610776, 13.2069490664828","52.5112074, 13.4169157",22267,3491
"52.5453001610776, 13.2069490664828","52.440493, 13.3911183",26504,4488
"52.5397644821153, 13.1972336170478","52.5075075, 13.3903737",20038,3241
"52.5397644821153, 13.1972336170478","52.5542753, 13.3785425",15670,2212
"52.5397644821153, 13.1972336170478","52.5063, 13.3840159",16106,2921
"52.5397644821153, 13.1972336170478","52.5206458, 13.2932877",8087,1892
"52.5397644821153, 13.1972336170478","52.5239216, 13.3888786",18738,2930
"52.5397644821153, 13.1972336170478","52.5168416, 13.3816742",17530,2317
"52.5397644821153, 13.1972336170478","52.5040556, 13.3379413",13175,1869
"52.5397644821153, 13.1972336170478","52.5090125, 13.3792937",15629,2492
"52.5397644821153, 13.1972336170478","52.4983661, 13.3605076",17471,3071
"52.5397644821153, 13.1972336170478","52.5478117, 13.3892456",14667,1560
"52.5397644821153, 13.1972336170478","52.5046782, 13.4490212",23560,3379
"52.5397644821153, 13.1972336170478","52.5136642, 13.4727613",22256,2769
"52.5397644821153, 13.1972336170478","52.5016098, 13.381181",18987,3073
"52.5397644821153, 13.1972336170478","52.5214137, 13.4034811",19579,2853
"52.5397644821153, 13.1972336170478","52.5176913, 13.4419715",22182,2961
"52.5397644821153, 13.1972336170478","52.517699, 13.3970326",18702,2503
"52.5397644821153, 13.1972336170478","52.5303108, 13.3186121",10968,1998
"52.5397644821153, 13.1972336170478","52.5146378, 13.3905283",18980,3165
"52.5397644821153, 13.1972336170478","52.5145186, 13.487322",25436,3602
"52.5397644821153, 13.1972336170478","52.5170316, 13.4012274",18798,2517
"52.5397644821153, 13.1972336170478","52.5207714, 13.3889021",18405,2667
"52.5397644821153, 13.1972336170478","52.5027268, 13.4453492",23960,3713
"52.5397644821153, 13.1972336170478","52.5284267, 13.3720175",14001,2140
"52.5397644821153, 13.1972336170478","52.5209131, 13.3871461",18274,2610
"52.5397644821153, 13.1972336170478","52.5304903, 13.3791152",14508,2470
"52.5397644821153, 13.1972336170478","52.4864896, 13.4217418",22167,3200
"52.5397644821153, 13.1972336170478","52.5215057, 13.4069139",20335,3075
"52.5397644821153, 13.1972336170478","52.5174377, 13.3898033",18698,2906
"52.5397644821153, 13.1972336170478","52.5111669, 13.4430356",22379,2997
"52.5397644821153, 13.1972336170478","52.5076615, 13.454537",23905,3649
"52.5397644821153, 13.1972336170478","52.5121441, 13.3083771",10911,1886
"52.5397644821153, 13.1972336170478","52.5087884, 13.378434",15576,2450
"52.5397644821153, 13.1972336170478","52.5019061, 13.3308361",13725,2475
"52.5397644821153, 13.1972336170478","52.5088651, 13.2707514",8377,2098
"52.5397644821153, 13.1972336170478","52.5264743, 13.39691",20231,3371
"52.5397644821153, 13.1972336170478","52.5106807, 13.419484",21760,3478
"52.5397644821153, 13.1972336170478","52.4602228, 13.5056519",33103,5219
"52.5397644821153, 13.1972336170478","52.474199, 13.141735",11902,2793
"52.5397644821153, 13.1972336170478","52.5021802, 13.364582",18219,3243
"52.5397644821153, 13.1972336170478","52.5205791, 13.4089041",20229,2967
"52.5397644821153, 13.1972336170478","52.4986678, 13.3566505",15553,3175
"52.5397644821153, 13.1972336170478","52.520848, 13.4084747",20232,2969
"52.5397644821153, 13.1972336170478","52.49694, 13.4540533",26632,4140
"52.5397644821153, 13.1972336170478","52.4840199, 13.4053429",21583,3551
"52.5397644821153, 13.1972336170478","52.5049039, 13.4431471",23972,3710
"52.5397644821153, 13.1972336170478","52.524042, 13.402083",19584,2850
"52.5397644821153, 13.1972336170478","52.5071871, 13.390676",20000,3211
"52.5397644821153, 13.1972336170478","52.4583565, 13.2889441",18203,3538
"52.5397644821153, 13.1972336170478","52.5112074, 13.4169157",21487,3252
"52.5397644821153, 13.1972336170478","52.440493, 13.3911183",25699,4283
"52.5342277217451, 13.1875201154725","52.5075075, 13.3903737",19993,3206
"52.5342277217451, 13.1875201154725","52.5542753, 13.3785425",15596,2168
"52.5342277217451, 13.1875201154725","52.5063, 13.3840159",16032,2877
"52.5342277217451, 13.1875201154725","52.5206458, 13.2932877",7884,1729
"52.5342277217451, 13.1875201154725","52.5239216, 13.3888786",18693,2895
"52.5342277217451, 13.1875201154725","52.5168416, 13.3816742",17475,2276
"52.5342277217451, 13.1875201154725","52.5040556, 13.3379413",13120,1828
"52.5342277217451, 13.1875201154725","52.5090125, 13.3792937",15555,2448
"52.5342277217451, 13.1875201154725","52.4983661, 13.3605076",15225,2485
"52.5342277217451, 13.1875201154725","52.5478117, 13.3892456",14593,1516
"52.5342277217451, 13.1875201154725","52.5046782, 13.4490212",23515,3344
"52.5342277217451, 13.1875201154725","52.5136642, 13.4727613",22224,2785
"52.5342277217451, 13.1875201154725","52.5016098, 13.381181",19449,3380
"52.5342277217451, 13.1875201154725","52.5214137, 13.4034811",19534,2818
"52.5342277217451, 13.1875201154725","52.5176913, 13.4419715",22127,2920
"52.5342277217451, 13.1875201154725","52.517699, 13.3970326",18647,2462
"52.5342277217451, 13.1875201154725","52.5303108, 13.3186121",10894,1954
"52.5342277217451, 13.1875201154725","52.5146378, 13.3905283",18935,3130
"52.5342277217451, 13.1875201154725","52.5145186, 13.487322",25381,3561
"52.5342277217451, 13.1875201154725","52.5170316, 13.4012274",18743,2476
"52.5342277217451, 13.1875201154725","52.5207714, 13.3889021",18360,2632
"52.5342277217451, 13.1875201154725","52.5027268, 13.4453492",23915,3678
"52.5342277217451, 13.1875201154725","52.5284267, 13.3720175",13927,2096
"52.5342277217451, 13.1875201154725","52.5209131, 13.3871461",18229,2575
"52.5342277217451, 13.1875201154725","52.5304903, 13.3791152",14434,2426
"52.5342277217451, 13.1875201154725","52.4864896, 13.4217418",22629,3507
"52.5342277217451, 13.1875201154725","52.5215057, 13.4069139",20290,3040
"52.5342277217451, 13.1875201154725","52.5174377, 13.3898033",18653,2871
"52.5342277217451, 13.1875201154725","52.5111669, 13.4430356",22324,2956
"52.5342277217451, 13.1875201154725","52.5076615, 13.454537",23860,3614
"52.5342277217451, 13.1875201154725","52.5121441, 13.3083771",11373,2193
"52.5342277217451, 13.1875201154725","52.5087884, 13.378434",15502,2406
"52.5342277217451, 13.1875201154725","52.5019061, 13.3308361",13680,2440
"52.5342277217451, 13.1875201154725","52.5088651, 13.2707514",8332,2063
"52.5342277217451, 13.1875201154725","52.5264743, 13.39691",20186,3336
"52.5342277217451, 13.1875201154725","52.5106807, 13.419484",21715,3443
"52.5342277217451, 13.1875201154725","52.4602228, 13.5056519",33058,5184
"52.5342277217451, 13.1875201154725","52.474199, 13.141735",12364,2693
"52.5342277217451, 13.1875201154725","52.5021802, 13.364582",16535,3211
"52.5342277217451, 13.1875201154725","52.5205791, 13.4089041",20184,2932
"52.5342277217451, 13.1875201154725","52.4986678, 13.3566505",14691,2486
"52.5342277217451, 13.1875201154725","52.520848, 13.4084747",20187,2934
"52.5342277217451, 13.1875201154725","52.49694, 13.4540533",26587,4105
"52.5342277217451, 13.1875201154725","52.4840199, 13.4053429",22045,3858
"52.5342277217451, 13.1875201154725","52.5049039, 13.4431471",23927,3675
"52.5342277217451, 13.1875201154725","52.524042, 13.402083",19539,2815
"52.5342277217451, 13.1875201154725","52.5071871, 13.390676",19955,3176
"52.5342277217451, 13.1875201154725","52.4583565, 13.2889441",16600,3469
"52.5342277217451, 13.1875201154725","52.5112074, 13.4169157",21442,3217
"52.5342277217451, 13.1875201154725","52.440493, 13.3911183",27642,4214
"52.5309073044899, 13.2131661036788","52.5075075, 13.3903737",18887,2905
"52.5309073044899, 13.2131661036788","52.5542753, 13.3785425",16390,2768
"52.5309073044899, 13.2131661036788","52.5063, 13.3840159",20077,3420
"52.5309073044899, 13.2131661036788","52.5206458, 13.2932877",6391,1740
"52.5309073044899, 13.2131661036788","52.5239216, 13.3888786",17587,2594
"52.5309073044899, 13.2131661036788","52.5168416, 13.3816742",17843,2800
"52.5309073044899, 13.2131661036788","52.5040556, 13.3379413",12643,2201
"52.5309073044899, 13.2131661036788","52.5090125, 13.3792937",16611,2972
"52.5309073044899, 13.2131661036788","52.4983661, 13.3605076",14681,2760
"52.5309073044899, 13.2131661036788","52.5478117, 13.3892456",15387,2116
"52.5309073044899, 13.2131661036788","52.5046782, 13.4490212",22408,3043
"52.5309073044899, 13.2131661036788","52.5136642, 13.4727613",27533,3564
"52.5309073044899, 13.2131661036788","52.5016098, 13.381181",19775,3179
"52.5309073044899, 13.2131661036788","52.5214137, 13.4034811",18427,2517
"52.5309073044899, 13.2131661036788","52.5176913, 13.4419715",21497,3795
"52.5309073044899, 13.2131661036788","52.517699, 13.3970326",19063,3017
"52.5309073044899, 13.2131661036788","52.5303108, 13.3186121",11688,2554
"52.5309073044899, 13.2131661036788","52.5146378, 13.3905283",17829,2829
"52.5309073044899, 13.2131661036788","52.5145186, 13.487322",24751,4436
"52.5309073044899, 13.2131661036788","52.5170316, 13.4012274",19028,3018
"52.5309073044899, 13.2131661036788","52.5207714, 13.3889021",17254,2331
"52.5309073044899, 13.2131661036788","52.5027268, 13.4453492",22808,3377
"52.5309073044899, 13.2131661036788","52.5284267, 13.3720175",16192,2506
"52.5309073044899, 13.2131661036788","52.5209131, 13.3871461",17123,2274
"52.5309073044899, 13.2131661036788","52.5304903, 13.3791152",16699,2900
"52.5309073044899, 13.2131661036788","52.4864896, 13.4217418",21265,3430
"52.5309073044899, 13.2131661036788","52.5215057, 13.4069139",19184,2739
"52.5309073044899, 13.2131661036788","52.5174377, 13.3898033",17547,2570
"52.5309073044899, 13.2131661036788","52.5111669, 13.4430356",23063,3578
"52.5309073044899, 13.2131661036788","52.5076615, 13.454537",22753,3313
"52.5309073044899, 13.2131661036788","52.5121441, 13.3083771",8091,2266
"52.5309073044899, 13.2131661036788","52.5087884, 13.378434",16567,2930
"52.5309073044899, 13.2131661036788","52.5019061, 13.3308361",12574,2139
"52.5309073044899, 13.2131661036788","52.5088651, 13.2707514",7225,1762
"52.5309073044899, 13.2131661036788","52.5264743, 13.39691",19079,3035
"52.5309073044899, 13.2131661036788","52.5106807, 13.419484",20608,3142
"52.5309073044899, 13.2131661036788","52.4602228, 13.5056519",31951,4883
"52.5309073044899, 13.2131661036788","52.474199, 13.141735",12882,3158
"52.5309073044899, 13.2131661036788","52.5021802, 13.364582",15068,3073
"52.5309073044899, 13.2131661036788","52.5205791, 13.4089041",19078,2631
"52.5309073044899, 13.2131661036788","52.4986678, 13.3566505",14147,2761
"52.5309073044899, 13.2131661036788","52.520848, 13.4084747",19081,2633
"52.5309073044899, 13.2131661036788","52.49694, 13.4540533",25481,3804
"52.5309073044899, 13.2131661036788","52.4840199, 13.4053429",20681,3781
"52.5309073044899, 13.2131661036788","52.5049039, 13.4431471",22820,3374
"52.5309073044899, 13.2131661036788","52.524042, 13.402083",18432,2514
"52.5309073044899, 13.2131661036788","52.5071871, 13.390676",18849,2875
"52.5309073044899, 13.2131661036788","52.4583565, 13.2889441",15494,3168
"52.5309073044899, 13.2131661036788","52.5112074, 13.4169157",20335,2916
"52.5309073044899, 13.2131661036788","52.440493, 13.3911183",26536,3913
"52.5381042156869, 13.2100579035997","52.5075075, 13.3903737",19596,3157
"52.5381042156869, 13.2100579035997","52.5542753, 13.3785425",14976,2527
"52.5381042156869, 13.2100579035997","52.5063, 13.3840159",18457,3155
"52.5381042156869, 13.2100579035997","52.5206458, 13.2932877",8982,2258
"52.5381042156869, 13.2100579035997","52.5239216, 13.3888786",21838,3461
"52.5381042156869, 13.2100579035997","52.5168416, 13.3816742",18018,2675
"52.5381042156869, 13.2100579035997","52.5040556, 13.3379413",13036,2394
"52.5381042156869, 13.2100579035997","52.5090125, 13.3792937",16266,2615
"52.5381042156869, 13.2100579035997","52.4983661, 13.3605076",16352,2724
"52.5381042156869, 13.2100579035997","52.5478117, 13.3892456",13973,1875
"52.5381042156869, 13.2100579035997","52.5046782, 13.4490212",22309,3366
"52.5381042156869, 13.2100579035997","52.5136642, 13.4727613",21572,3144
"52.5381042156869, 13.2100579035997","52.5016098, 13.381181",17869,2726
"52.5381042156869, 13.2100579035997","52.5214137, 13.4034811",18966,2893
"52.5381042156869, 13.2100579035997","52.5176913, 13.4419715",22670,3319
"52.5381042156869, 13.2100579035997","52.517699, 13.3970326",19190,2861
"52.5381042156869, 13.2100579035997","52.5303108, 13.3186121",9771,2313
"52.5381042156869, 13.2100579035997","52.5146378, 13.3905283",20903,3371
"52.5381042156869, 13.2100579035997","52.5145186, 13.487322",22540,3964
"52.5381042156869, 13.2100579035997","52.5170316, 13.4012274",19286,2875
"52.5381042156869, 13.2100579035997","52.5207714, 13.3889021",17793,2707
"52.5381042156869, 13.2100579035997","52.5027268, 13.4453492",22697,3680
"52.5381042156869, 13.2100579035997","52.5284267, 13.3720175",14638,2263
"52.5381042156869, 13.2100579035997","52.5209131, 13.3871461",17662,2650
"52.5381042156869, 13.2100579035997","52.5304903, 13.3791152",15145,2593
"52.5381042156869, 13.2100579035997","52.4864896, 13.4217418",21049,2853
"52.5381042156869, 13.2100579035997","52.5215057, 13.4069139",19723,3115
"52.5381042156869, 13.2100579035997","52.5174377, 13.3898033",20765,3295
"52.5381042156869, 13.2100579035997","52.5111669, 13.4430356",22867,3355
"52.5381042156869, 13.2100579035997","52.5076615, 13.454537",22860,3761
"52.5381042156869, 13.2100579035997","52.5121441, 13.3083771",9793,1539
"52.5381042156869, 13.2100579035997","52.5087884, 13.378434",16213,2573
"52.5381042156869, 13.2100579035997","52.5019061, 13.3308361",15337,2579
"52.5381042156869, 13.2100579035997","52.5088651, 13.2707514",11991,2428
"52.5381042156869, 13.2100579035997","52.5264743, 13.39691",16983,3018
"52.5381042156869, 13.2100579035997","52.5106807, 13.419484",19326,3353
"52.5381042156869, 13.2100579035997","52.4602228, 13.5056519",30828,5355
"52.5381042156869, 13.2100579035997","52.474199, 13.141735",12233,3084
"52.5381042156869, 13.2100579035997","52.5021802, 13.364582",17100,2896
"52.5381042156869, 13.2100579035997","52.5205791, 13.4089041",19617,3007
"52.5381042156869, 13.2100579035997","52.4986678, 13.3566505",14434,2828
"52.5381042156869, 13.2100579035997","52.520848, 13.4084747",19620,3009
"52.5381042156869, 13.2100579035997","52.49694, 13.4540533",24788,3913
"52.5381042156869, 13.2100579035997","52.4840199, 13.4053429",20465,3204
"52.5381042156869, 13.2100579035997","52.5049039, 13.4431471",22788,3734
"52.5381042156869, 13.2100579035997","52.524042, 13.402083",18971,2890
"52.5381042156869, 13.2100579035997","52.5071871, 13.390676",19558,3127
"52.5381042156869, 13.2100579035997","52.4583565, 13.2889441",17084,3191
"52.5381042156869, 13.2100579035997","52.5112074, 13.4169157",19161,3213
"52.5381042156869, 13.2100579035997","52.440493, 13.3911183",24580,3936
"52.5325682650135, 13.2003431379262","52.5075075, 13.3903737",19579,2851
"52.5325682650135, 13.2003431379262","52.5542753, 13.3785425",15375,1895
"52.5325682650135, 13.2003431379262","52.5063, 13.3840159",15811,2604
"52.5325682650135, 13.2003431379262","52.5206458, 13.2932877",7301,1583
"52.5325682650135, 13.2003431379262","52.5239216, 13.3888786",18279,2540
"52.5325682650135, 13.2003431379262","52.5168416, 13.3816742",17238,2012
"52.5325682650135, 13.2003431379262","52.5040556, 13.3379413",13335,2147
"52.5325682650135, 13.2003431379262","52.5090125, 13.3792937",15334,2175
"52.5325682650135, 13.2003431379262","52.4983661, 13.3605076",17201,2861
"52.5325682650135, 13.2003431379262","52.5478117, 13.3892456",14372,1243
"52.5325682650135, 13.2003431379262","52.5046782, 13.4490212",23101,2989
"52.5325682650135, 13.2003431379262","52.5136642, 13.4727613",22003,2512
"52.5325682650135, 13.2003431379262","52.5016098, 13.381181",18717,2863
"52.5325682650135, 13.2003431379262","52.5214137, 13.4034811",19120,2463
"52.5325682650135, 13.2003431379262","52.5176913, 13.4419715",21890,2656
"52.5325682650135, 13.2003431379262","52.517699, 13.3970326",15908,2470
"52.5325682650135, 13.2003431379262","52.5303108, 13.3186121",10673,1681
"52.5325682650135, 13.2003431379262","52.5146378, 13.3905283",18521,2775
"52.5325682650135, 13.2003431379262","52.5145186, 13.487322",22642,3569
"52.5325682650135, 13.2003431379262","52.5170316, 13.4012274",16004,2484
"52.5325682650135, 13.2003431379262","52.5207714, 13.3889021",17946,2277
"52.5325682650135, 13.2003431379262","52.5027268, 13.4453492",23501,3323
"52.5325682650135, 13.2003431379262","52.5284267, 13.3720175",13706,1823
"52.5325682650135, 13.2003431379262","52.5209131, 13.3871461",17815,2220
"52.5325682650135, 13.2003431379262","52.5304903, 13.3791152",14213,2153
"52.5325682650135, 13.2003431379262","52.4864896, 13.4217418",21897,2990
"52.5325682650135, 13.2003431379262","52.5215057, 13.4069139",19876,2685
"52.5325682650135, 13.2003431379262","52.5174377, 13.3898033",18239,2516
"52.5325682650135, 13.2003431379262","52.5111669, 13.4430356",23756,3524
"52.5325682650135, 13.2003431379262","52.5076615, 13.454537",23446,3259
"52.5325682650135, 13.2003431379262","52.5121441, 13.3083771",10641,1676
"52.5325682650135, 13.2003431379262","52.5087884, 13.378434",15281,2133
"52.5325682650135, 13.2003431379262","52.5019061, 13.3308361",13266,2085
"52.5325682650135, 13.2003431379262","52.5088651, 13.2707514",7918,1708
"52.5325682650135, 13.2003431379262","52.5264743, 13.39691",19772,2981
"52.5325682650135, 13.2003431379262","52.5106807, 13.419484",21301,3088
"52.5325682650135, 13.2003431379262","52.4602228, 13.5056519",32644,4829
"52.5325682650135, 13.2003431379262","52.474199, 13.141735",11143,2476
"52.5325682650135, 13.2003431379262","52.5021802, 13.364582",17949,3033
"52.5325682650135, 13.2003431379262","52.5205791, 13.4089041",19770,2577
"52.5325682650135, 13.2003431379262","52.4986678, 13.3566505",15283,2965
"52.5325682650135, 13.2003431379262","52.520848, 13.4084747",19773,2579
"52.5325682650135, 13.2003431379262","52.49694, 13.4540533",26173,3750
"52.5325682650135, 13.2003431379262","52.4840199, 13.4053429",21313,3341
"52.5325682650135, 13.2003431379262","52.5049039, 13.4431471",23513,3320
"52.5325682650135, 13.2003431379262","52.524042, 13.402083",19125,2460
"52.5325682650135, 13.2003431379262","52.5071871, 13.390676",19541,2821
"52.5325682650135, 13.2003431379262","52.4583565, 13.2889441",17933,3328
"52.5325682650135, 13.2003431379262","52.5112074, 13.4169157",21028,2862
"52.5325682650135, 13.2003431379262","52.440493, 13.3911183",27228,3859
"52.5652232074134, 13.2104482463594","52.5075075, 13.3903737",21745,4273
"52.5652232074134, 13.2104482463594","52.5542753, 13.3785425",21981,4495
"52.5652232074134, 13.2104482463594","52.5063, 13.3840159",19701,3268
"52.5652232074134, 13.2104482463594","52.5206458, 13.2932877",11316,2247
"52.5652232074134, 13.2104482463594","52.5239216, 13.3888786",22140,3369
"52.5652232074134, 13.2104482463594","52.5168416, 13.3816742",20190,3108
"52.5652232074134, 13.2104482463594","52.5040556, 13.3379413",15032,3314
"52.5652232074134, 13.2104482463594","52.5090125, 13.3792937",19249,2839
"52.5652232074134, 13.2104482463594","52.4983661, 13.3605076",17622,3355
"52.5652232074134, 13.2104482463594","52.5478117, 13.3892456",16202,3396
"52.5652232074134, 13.2104482463594","52.5046782, 13.4490212",26961,3818
"52.5652232074134, 13.2104482463594","52.5136642, 13.4727613",23722,4200
"52.5652232074134, 13.2104482463594","52.5016098, 13.381181",20018,3842
"52.5652232074134, 13.2104482463594","52.5214137, 13.4034811",22980,3292
"52.5652232074134, 13.2104482463594","52.5176913, 13.4419715",22960,3190
"52.5652232074134, 13.2104482463594","52.517699, 13.3970326",19480,2732
"52.5652232074134, 13.2104482463594","52.5303108, 13.3186121",11921,3429
"52.5652232074134, 13.2104482463594","52.5146378, 13.3905283",22382,3604
"52.5652232074134, 13.2104482463594","52.5145186, 13.487322",26214,3831
"52.5652232074134, 13.2104482463594","52.5170316, 13.4012274",21283,3055
"52.5652232074134, 13.2104482463594","52.5207714, 13.3889021",21807,3106
"52.5652232074134, 13.2104482463594","52.5027268, 13.4453492",27361,4152
"52.5652232074134, 13.2104482463594","52.5284267, 13.3720175",17598,2643
"52.5652232074134, 13.2104482463594","52.5209131, 13.3871461",21676,3049
"52.5652232074134, 13.2104482463594","52.5304903, 13.3791152",18156,3097
"52.5652232074134, 13.2104482463594","52.4864896, 13.4217418",23198,3969
"52.5652232074134, 13.2104482463594","52.5215057, 13.4069139",23737,3514
"52.5652232074134, 13.2104482463594","52.5174377, 13.3898033",22100,3345
"52.5652232074134, 13.2104482463594","52.5111669, 13.4430356",25995,3826
"52.5652232074134, 13.2104482463594","52.5076615, 13.454537",27306,4088
"52.5652232074134, 13.2104482463594","52.5121441, 13.3083771",11942,2655
"52.5652232074134, 13.2104482463594","52.5087884, 13.378434",19196,2797
"52.5652232074134, 13.2104482463594","52.5019061, 13.3308361",15158,3254
"52.5652232074134, 13.2104482463594","52.5088651, 13.2707514",10982,2489
"52.5652232074134, 13.2104482463594","52.5264743, 13.39691",23632,3810
"52.5652232074134, 13.2104482463594","52.5106807, 13.419484",25162,3917
"52.5652232074134, 13.2104482463594","52.4602228, 13.5056519",32977,6471
"52.5652232074134, 13.2104482463594","52.474199, 13.141735",14987,3211
"52.5652232074134, 13.2104482463594","52.5021802, 13.364582",19250,4012
"52.5652232074134, 13.2104482463594","52.5205791, 13.4089041",23631,3406
"52.5652232074134, 13.2104482463594","52.4986678, 13.3566505",17089,3356
"52.5652232074134, 13.2104482463594","52.520848, 13.4084747",23634,3408
"52.5652232074134, 13.2104482463594","52.49694, 13.4540533",26938,4969
"52.5652232074134, 13.2104482463594","52.4840199, 13.4053429",22614,4320
"52.5652232074134, 13.2104482463594","52.5049039, 13.4431471",27373,4149
"52.5652232074134, 13.2104482463594","52.524042, 13.402083",22985,3289
"52.5652232074134, 13.2104482463594","52.5071871, 13.390676",21707,4243
"52.5652232074134, 13.2104482463594","52.4583565, 13.2889441",19234,4307
"52.5652232074134, 13.2104482463594","52.5112074, 13.4169157",24889,3691
"52.5652232074134, 13.2104482463594","52.440493, 13.3911183",26729,5052
"52.5707561782523, 13.2201689612382","52.5075075, 13.3903737",21756,3646
"52.5707561782523, 13.2201689612382","52.5542753, 13.3785425",26912,5193
"52.5707561782523, 13.2201689612382","52.5063, 13.3840159",21312,3892
"52.5707561782523, 13.2201689612382","52.5206458, 13.2932877",12994,2901
"52.5707561782523, 13.2201689612382","52.5239216, 13.3888786",23751,3993
"52.5707561782523, 13.2201689612382","52.5168416, 13.3816742",21801,3732
"52.5707561782523, 13.2201689612382","52.5040556, 13.3379413",16710,3968
"52.5707561782523, 13.2201689612382","52.5090125, 13.3792937",20860,3463
"52.5707561782523, 13.2201689612382","52.4983661, 13.3605076",19300,4009
"52.5707561782523, 13.2201689612382","52.5478117, 13.3892456",20068,3844
"52.5707561782523, 13.2201689612382","52.5046782, 13.4490212",28572,4442
"52.5707561782523, 13.2201689612382","52.5136642, 13.4727613",36333,4963
"52.5707561782523, 13.2201689612382","52.5016098, 13.381181",23786,4552
"52.5707561782523, 13.2201689612382","52.5214137, 13.4034811",24591,3916
"52.5707561782523, 13.2201689612382","52.5176913, 13.4419715",24638,3844
"52.5707561782523, 13.2201689612382","52.517699, 13.3970326",21158,3386
"52.5707561782523, 13.2201689612382","52.5303108, 13.3186121",16176,3689
"52.5707561782523, 13.2201689612382","52.5146378, 13.3905283",23993,4228
"52.5707561782523, 13.2201689612382","52.5145186, 13.487322",27892,4485
"52.5707561782523, 13.2201689612382","52.5170316, 13.4012274",22961,3709
"52.5707561782523, 13.2201689612382","52.5207714, 13.3889021",23418,3730
"52.5707561782523, 13.2201689612382","52.5027268, 13.4453492",28972,4776
"52.5707561782523, 13.2201689612382","52.5284267, 13.3720175",19209,3267
"52.5707561782523, 13.2201689612382","52.5209131, 13.3871461",23287,3673
"52.5707561782523, 13.2201689612382","52.5304903, 13.3791152",19767,3721
"52.5707561782523, 13.2201689612382","52.4864896, 13.4217418",26966,4679
"52.5707561782523, 13.2201689612382","52.5215057, 13.4069139",25348,4138
"52.5707561782523, 13.2201689612382","52.5174377, 13.3898033",23711,3969
"52.5707561782523, 13.2201689612382","52.5111669, 13.4430356",27606,4450
"52.5707561782523, 13.2201689612382","52.5076615, 13.454537",28917,4712
"52.5707561782523, 13.2201689612382","52.5121441, 13.3083771",15710,3365
"52.5707561782523, 13.2201689612382","52.5087884, 13.378434",20807,3421
"52.5707561782523, 13.2201689612382","52.5019061, 13.3308361",16836,3908
"52.5707561782523, 13.2201689612382","52.5088651, 13.2707514",12660,3143
"52.5707561782523, 13.2201689612382","52.5264743, 13.39691",25243,4434
"52.5707561782523, 13.2201689612382","52.5106807, 13.419484",26773,4541
"52.5707561782523, 13.2201689612382","52.4602228, 13.5056519",35464,6286
"52.5707561782523, 13.2201689612382","52.474199, 13.141735",16665,3865
"52.5707561782523, 13.2201689612382","52.5021802, 13.364582",21823,4004
"52.5707561782523, 13.2201689612382","52.5205791, 13.4089041",25242,4030
"52.5707561782523, 13.2201689612382","52.4986678, 13.3566505",18767,4010
"52.5707561782523, 13.2201689612382","52.520848, 13.4084747",25245,4032
"52.5707561782523, 13.2201689612382","52.49694, 13.4540533",34280,5203
"52.5707561782523, 13.2201689612382","52.4840199, 13.4053429",26382,5030
"52.5707561782523, 13.2201689612382","52.5049039, 13.4431471",28984,4773
"52.5707561782523, 13.2201689612382","52.524042, 13.402083",24596,3913
"52.5707561782523, 13.2201689612382","52.5071871, 13.390676",25013,4274
"52.5707561782523, 13.2201689612382","52.4583565, 13.2889441",22519,5120
"52.5707561782523, 13.2201689612382","52.5112074, 13.4169157",26500,4315
"52.5707561782523, 13.2201689612382","52.440493, 13.3911183",30498,5762
"52.5453031805152, 13.5701836617045","52.5075075, 13.3903737",19168,3564
"52.5453031805152, 13.5701836617045","52.5542753, 13.3785425",20268,3763
"52.5453031805152, 13.5701836617045","52.5063, 13.3840159",20363,3629
"52.5453031805152, 13.5701836617045","52.5206458, 13.2932877",24296,4548
"52.5453031805152, 13.5701836617045","52.5239216, 13.3888786",17812,3035
"52.5453031805152, 13.5701836617045","52.5168416, 13.3816742",18613,2927
"52.5453031805152, 13.5701836617045","52.5040556, 13.3379413",23082,3777
"52.5453031805152, 13.5701836617045","52.5090125, 13.3792937",19323,3328
"52.5453031805152, 13.5701836617045","52.4983661, 13.3605076",22166,4076
"52.5453031805152, 13.5701836617045","52.5478117, 13.3892456",21341,3363
"52.5453031805152, 13.5701836617045","52.5046782, 13.4490212",12448,2160
"52.5453031805152, 13.5701836617045","52.5136642, 13.4727613",11963,2085
"52.5453031805152, 13.5701836617045","52.5016098, 13.381181",20061,3388
